Domaine,Zone,Élément,Produit,Année,Valeur
"Bilans Alimentaires (2010-)","Azerbaïdjan","Production","Orge et produits","2017","792"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Importations - Quantité","Orge et produits","2017","59"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Variation de stock","Orge et produits","2017","-38"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Exportations - Quantité","Orge et produits","2017","1"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité intérieure","Orge et produits","2017","888"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Aliments pour animaux","Orge et produits","2017","830"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Semences","Orge et produits","2017","69"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Pertes","Orge et produits","2017","30"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Traitement","Orge et produits","2017","66"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Autres utilisations (non alimentaire)","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Résidus","Orge et produits","2017","-108"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Nourriture","Orge et produits","2017","1"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité alimentaire en quantité (kg/personne/an)","Orge et produits","2017","0.06"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité alimentaire (Kcal/personne/jour)","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité de protéines en quantité (g/personne/jour)","Orge et produits","2017","0.02"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité de matière grasse en quantité (g/personne/jour)","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Production","Maïs et produits","2017","236"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Importations - Quantité","Maïs et produits","2017","99"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Variation de stock","Maïs et produits","2017","-21"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Exportations - Quantité","Maïs et produits","2017","3"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité intérieure","Maïs et produits","2017","352"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Aliments pour animaux","Maïs et produits","2017","169"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Semences","Maïs et produits","2017","1"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Pertes","Maïs et produits","2017","1"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Traitement","Maïs et produits","2017","29"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Autres utilisations (non alimentaire)","Maïs et produits","2017","30"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Résidus","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Nourriture","Maïs et produits","2017","123"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité alimentaire en quantité (kg/personne/an)","Maïs et produits","2017","12.53"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité alimentaire (Kcal/personne/jour)","Maïs et produits","2017","93"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité de protéines en quantité (g/personne/jour)","Maïs et produits","2017","2.16"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité de matière grasse en quantité (g/personne/jour)","Maïs et produits","2017","0.31"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Production","Seigle et produits","2017","1"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Variation de stock","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité intérieure","Seigle et produits","2017","1"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Aliments pour animaux","Seigle et produits","2017","1"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Semences","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Pertes","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Résidus","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Nourriture","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité alimentaire en quantité (kg/personne/an)","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité alimentaire (Kcal/personne/jour)","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité de protéines en quantité (g/personne/jour)","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité de matière grasse en quantité (g/personne/jour)","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Production","Avoine","2017","9"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Importations - Quantité","Avoine","2017","1"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Variation de stock","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Exportations - Quantité","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité intérieure","Avoine","2017","10"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Aliments pour animaux","Avoine","2017","8"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Semences","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Pertes","Avoine","2017","1"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Autres utilisations (non alimentaire)","Avoine","2017","1"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Résidus","Avoine","2017","-1"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Nourriture","Avoine","2017","1"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité alimentaire en quantité (kg/personne/an)","Avoine","2017","0.11"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité alimentaire (Kcal/personne/jour)","Avoine","2017","1"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité de protéines en quantité (g/personne/jour)","Avoine","2017","0.05"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité de matière grasse en quantité (g/personne/jour)","Avoine","2017","0.02"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Production","Millet et produits","2017","1"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Importations - Quantité","Millet et produits","2017","6"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Variation de stock","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Exportations - Quantité","Millet et produits","2017","16"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité intérieure","Millet et produits","2017","-10"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Pertes","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Résidus","Millet et produits","2017","-10"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Production","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Importations - Quantité","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Variation de stock","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité intérieure","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Aliments pour animaux","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Pertes","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Résidus","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Nourriture","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité alimentaire en quantité (kg/personne/an)","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité alimentaire (Kcal/personne/jour)","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité de protéines en quantité (g/personne/jour)","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité de matière grasse en quantité (g/personne/jour)","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Importations - Quantité","Céréales, Autres","2017","12"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Variation de stock","Céréales, Autres","2017","6"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Exportations - Quantité","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité intérieure","Céréales, Autres","2017","6"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Résidus","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Nourriture","Céréales, Autres","2017","6"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité alimentaire en quantité (kg/personne/an)","Céréales, Autres","2017","0.66"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité alimentaire (Kcal/personne/jour)","Céréales, Autres","2017","7"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité de protéines en quantité (g/personne/jour)","Céréales, Autres","2017","0.18"
"Bilans Alimentaires (2010-)","Azerbaïdjan","Disponibilité de matière grasse en quantité (g/personne/jour)","Céréales, Autres","2017","0.02"
"Bilans Alimentaires (2010-)","Bahamas","Importations - Quantité","Blé et produits","2017","16"
"Bilans Alimentaires (2010-)","Bahamas","Variation de stock","Blé et produits","2017","-1"
"Bilans Alimentaires (2010-)","Bahamas","Exportations - Quantité","Blé et produits","2017","0"
"Bilans Alimentaires (2010-)","Bahamas","Disponibilité intérieure","Blé et produits","2017","18"
"Bilans Alimentaires (2010-)","Bahamas","Aliments pour animaux","Blé et produits","2017","0"
"Bilans Alimentaires (2010-)","Bahamas","Traitement","Blé et produits","2017","0"
"Bilans Alimentaires (2010-)","Bahamas","Autres utilisations (non alimentaire)","Blé et produits","2017","3"
"Bilans Alimentaires (2010-)","Bahamas","Alimentation pour touristes","Blé et produits","2017","2"
"Bilans Alimentaires (2010-)","Bahamas","Résidus","Blé et produits","2017","0"
"Bilans Alimentaires (2010-)","Bahamas","Nourriture","Blé et produits","2017","13"
"Bilans Alimentaires (2010-)","Bahamas","Disponibilité alimentaire en quantité (kg/personne/an)","Blé et produits","2017","33.38"
"Bilans Alimentaires (2010-)","Bahamas","Disponibilité alimentaire (Kcal/personne/jour)","Blé et produits","2017","353"
"Bilans Alimentaires (2010-)","Bahamas","Disponibilité de protéines en quantité (g/personne/jour)","Blé et produits","2017","8.3"
"Bilans Alimentaires (2010-)","Bahamas","Disponibilité de matière grasse en quantité (g/personne/jour)","Blé et produits","2017","6.25"
"Bilans Alimentaires (2010-)","Bahamas","Importations - Quantité","Riz et produits","2017","9"
"Bilans Alimentaires (2010-)","Bahamas","Variation de stock","Riz et produits","2017","-1"
"Bilans Alimentaires (2010-)","Bahamas","Exportations - Quantité","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Bahamas","Disponibilité intérieure","Riz et produits","2017","10"
"Bilans Alimentaires (2010-)","Bahamas","Traitement","Riz et produits","2017","1"
"Bilans Alimentaires (2010-)","Bahamas","Autres utilisations (non alimentaire)","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Bahamas","Alimentation pour touristes","Riz et produits","2017","1"
"Bilans Alimentaires (2010-)","Bahamas","Résidus","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Bahamas","Nourriture","Riz et produits","2017","8"
"Bilans Alimentaires (2010-)","Bahamas","Disponibilité alimentaire en quantité (kg/personne/an)","Riz et produits","2017","21.51"
"Bilans Alimentaires (2010-)","Bahamas","Disponibilité alimentaire (Kcal/personne/jour)","Riz et produits","2017","214"
"Bilans Alimentaires (2010-)","Bahamas","Disponibilité de protéines en quantité (g/personne/jour)","Riz et produits","2017","4.25"
"Bilans Alimentaires (2010-)","Bahamas","Disponibilité de matière grasse en quantité (g/personne/jour)","Riz et produits","2017","0.37"
"Bilans Alimentaires (2010-)","Bahamas","Importations - Quantité","Orge et produits","2017","3"
"Bilans Alimentaires (2010-)","Bahamas","Variation de stock","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Bahamas","Exportations - Quantité","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Bahamas","Disponibilité intérieure","Orge et produits","2017","3"
"Bilans Alimentaires (2010-)","Bahamas","Traitement","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Bahamas","Alimentation pour touristes","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Bahamas","Résidus","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Bahamas","Nourriture","Orge et produits","2017","3"
"Bilans Alimentaires (2010-)","Bahamas","Disponibilité alimentaire en quantité (kg/personne/an)","Orge et produits","2017","7.05"
"Bilans Alimentaires (2010-)","Bahamas","Disponibilité alimentaire (Kcal/personne/jour)","Orge et produits","2017","71"
"Bilans Alimentaires (2010-)","Bahamas","Disponibilité de protéines en quantité (g/personne/jour)","Orge et produits","2017","2.53"
"Bilans Alimentaires (2010-)","Bahamas","Disponibilité de matière grasse en quantité (g/personne/jour)","Orge et produits","2017","0.37"
"Bilans Alimentaires (2010-)","Bahamas","Production","Maïs et produits","2017","1"
"Bilans Alimentaires (2010-)","Bahamas","Importations - Quantité","Maïs et produits","2017","3"
"Bilans Alimentaires (2010-)","Bahamas","Variation de stock","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Bahamas","Exportations - Quantité","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Bahamas","Disponibilité intérieure","Maïs et produits","2017","4"
"Bilans Alimentaires (2010-)","Bahamas","Aliments pour animaux","Maïs et produits","2017","1"
"Bilans Alimentaires (2010-)","Bahamas","Semences","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Bahamas","Pertes","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Bahamas","Traitement","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Bahamas","Autres utilisations (non alimentaire)","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Bahamas","Alimentation pour touristes","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Bahamas","Résidus","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Bahamas","Nourriture","Maïs et produits","2017","3"
"Bilans Alimentaires (2010-)","Bahamas","Disponibilité alimentaire en quantité (kg/personne/an)","Maïs et produits","2017","8.42"
"Bilans Alimentaires (2010-)","Bahamas","Disponibilité alimentaire (Kcal/personne/jour)","Maïs et produits","2017","73"
"Bilans Alimentaires (2010-)","Bahamas","Disponibilité de protéines en quantité (g/personne/jour)","Maïs et produits","2017","1.66"
